meta_ref_id,quote,reports_any_result,reports_quantitative_result,reports_limitation
"Geary, W.L., Doherty, T.S., Nimmo, D.G., Tulloch, A.I.T. & Ritchie, E.G. (2020) Predator responses to fire: a global systematic review and meta-analysis. The Journal of Animal Ecology, 89, 955â€“971.","However, a grow- ing literature is beginning to shed light on the complex re- lationships between fire, plants and also animals (Banks et al., 2017; Doherty et al., 2022; Engstrom, 2010; Foster et al., 2020; Geary et al., 2020; He et al., 2019; Nimmo et al., 2019, 2021; Pausas, 2019; Pausas & Parr, 2018; Sergio et al., 2018; van Mantgem et al., 2015).",FALSE,FALSE,FALSE
"Geary, W.L., Doherty, T.S., Nimmo, D.G., Tulloch, A.I.T. & Ritchie, E.G. (2020) Predator responses to fire: a global systematic review and meta-analysis. The Journal of Animal Ecology, 89, 955â€“971.","While plants rely on physiological, morphological or life history adaptations to survive fire, animals can also use behavioural responses (Geary et al., 2020; Nimmo et al., 2021; Pausas, 2019).",FALSE,FALSE,FALSE
"Geary, W.L., Doherty, T.S., Nimmo, D.G., Tulloch, A.I.T. & Ritchie, E.G. (2020) Predator responses to fire: a global systematic review and meta-analysis. The Journal of Animal Ecology, 89, 955â€“971.","In some cases, adding artificial refuges (Cowan et al., 2021) such as wire netting, rockpiles and chain-sawed tree hollows, can allow animals to either escape from the imme- diate threats posed by fire (which is especially important for species with low dispersal capacity) or return to and persist in more open, burnt landscapes where in the absence of such refuges they may face elevated predation risk (Geary et al., 2020).",TRUE,FALSE,FALSE
"Geniole, S. N., Denson, T. F., Dixson, B. J., CarrÂ´e, J. M., & McCormick, C. M. (2015). Evidence from meta-analyses of the facial width-to-height ratio as an evolved cue of threat. PLoS One, 10(7), Article e0132726. https://doi.org/10.1371/journal. pone.0132726","In a related example, larger facial width-to-width ratio (fWHR) enhances perceptions of male dominance and aggressiveness (Dixson, 2018; Geniole, Denson, Dixson, CarrÂ´e, & McCormick, 2015).",TRUE,FALSE,FALSE
"Gerrish, E., & Watkins, S. L. (2018). The relationship between urban forests and income: A meta-analysis. Landscape and Urban Planning, 170, 293â€“308.","However, people who have been historically, persistently and systemically marginalized in urban settings, such as low-income populations, Indigenous Peoples and Local Communities and Black communities, have significantly less access to nature and the benefits that it provides (Clayton et al., 2016; Dai, 2011; Gerrish & Watkins, 2018)",TRUE,FALSE,FALSE
"Ghazanfarpour, M., Sadeghi, R., Roudsari, R.L., Khadivzadeh, T., Khorsand, I., Afiat, M., Esmaeilizadeh, M., 2016. Effects of flaxseed and Hypericum perforatum on hot flash, vaginal atrophy and estrogen-dependent cancers in menopausal women: a systematic review and meta-analysis.","According to one trial of this study, Vitex agnus-castus and H. perforatum showed comparable reduction in the frequency of hot flashes (Ghazanfarpour et al., 2016).",TRUE,FALSE,FALSE
"Giakoumi S, Scianna C, Plass-Johnson J, Micheli F and others (2017) Ecological effects of full and partial protection in the crowded Mediterranean Sea:a regional metaanalysis. Sci Rep 7: 8940","Studies consistently show the benefits of no-take MPAs having full protection from fishing on metrics such as density, species richness or biomass of fish, whereas partially protected MPAs and openly fished areas rarely differ (Lester & Halpern 2008, Di Franco et al. 2009, Edgar 2011, Currie et al. 2012, Edgar et al. 2014, Giakoumi et al. 2017, Sala & Giakoumi 2018, Knott et al. 2021, Turnbull et al. 2021).",TRUE,FALSE,FALSE
"Gibert A, Gray EF, Westoby M, Wright IJ, Falster DS. 2016. On the link between functional traits and growth rate: meta- analysis shows effects change with plant size, as predicted. Journal of Ecology 104:1488â€“503.","However, relationships between traits and performance vary across species (Granda and oth- ers 2018), plant age (Gibert and others 2016) and resource availability gradients (Gimeno and others 2012a; Kimball and others 2012; Laughlin and others 2018).",TRUE,FALSE,FALSE
"Gibert, A., Gray, E. F., Westoby, M., Wright, I. J., & Falster, D. S. (2016). On the link between functional traits and growth rate: Meta-analysis shows effects change with plant size, as predicted. Journal of Ecology, 104, 1488â€“1503. https://doi.org/10. 1111/1365-2745.12594","Therefore, both leaf morphology and carbon allocation to leaves influence the LAR. Leaf dry mass per area (LMA, the inverse of SLA) is often negatively correlated with RGR across species (Gibert et al., 2016; Iida et al., 2014; L. Poorter et al., 2006).",TRUE,FALSE,FALSE
"Glahn DC, Laird AR, Ellison-Wright I, Thelen SM, Robinson JL, Lancaster JL, Bullmore E, Fox PT (2008) Meta-analysis of Gray Matter Anomalies in Schizophrenia: application of anatomic likelihood estimation and network analysis. Biol Psychiatry 64(9):774â€“781. https:// doi. org/ 10. 1016/j. biops ych. 2008. 03. 031","Gray matter abnormalities common to psychopathology, such as reduced gray matter in the insular cortex, anterior cingulate cortex, orbitofrontal cortex, middle frontal gyrus, postcentral gyrus, and thalamus, and increased gray matter in striatal regions (Bos et al. 2018; Galambos et al. 2019; Glahn et al. 2008), are often common to chronic pain patients and pain processing (Smallwood et al. 2013).",TRUE,FALSE,FALSE
"Go Ìmez-Aparicio Zamora R, Go Ìmez JM, Ho Ìdar JA, Castro J, Baraza E. 2004. Applying plant facilitation to forest restora- tion: a meta-analysis of the use of shrubs as nurse plants. Ecological Applications 14:1128â€“38.","We ex- pected that shrub and tree covers would affect architectural traits (CP and Hmax:H) and water use-related traits (d13C) given the nursery effect, frequent in Mediterranean areas (Go Ìmez-Aparicio and others 2004).",TRUE,FALSE,FALSE
"Go Ìmez-Aparicio Zamora R, Go Ìmez JM, Ho Ìdar JA, Castro J, Baraza E. 2004. Applying plant facilitation to forest restora- tion: a meta-analysis of the use of shrubs as nurse plants. Ecological Applications 14:1128â€“38.","Consequently, facilitation on juveniles through nursing effect exerted by shrubs (Go Ì mez-Aparicio and others 2004; Castro and others 2006; Val- ladares and others 2014; Benavides and others 2016) or perch effect by adult trees (Pausas and others 2006; Gimeno and others 2012b) has been frequently reported in these ecosystems.",TRUE,FALSE,FALSE
"Go Ìmez-Aparicio Zamora R, Go Ìmez JM, Ho Ìdar JA, Castro J, Baraza E. 2004. Applying plant facilitation to forest restora- tion: a meta-analysis of the use of shrubs as nurse plants. Ecological Applications 14:1128â€“38.","Although a nursing effect exerted by shrubs has been often reported (Go Ì mez-Aparicio and others 2004; Castro and others 2006; Valladares and others 2014; Benavides and others 2016), herbs have been usually seen as direct competitors against seedlings and saplings for water (Davis and others 1999; Benayas and others 2005; Caldeira and others 2014).",TRUE,FALSE,FALSE
"Goldberg, R. L., Downing, P. A., Griffin, A. S., & Green, J. P. (2020). The costs and benefits of paternal care in fish: A meta-analysis. Proceedings of the Royal Society B: Biological Sciences, 287(1935), 20201759. https://doi.org/10.1098/rspb.2020.1759","While some studies report negative effects of parental care on survival (Goldberg et al., 2020; Reguera &Gomendio, 1999; Shine, 1980), others find no effect (Buzatto et al., 2007; Goldberg et al., 2020; MunguÃ­a-Steyer & MacÃ­as-Ord oÃ±ez, 2007; Santos & Nakagawa, 2012) and still, have even been found positive relationships (Tallamy & Denno, 1982).",TRUE,FALSE,FALSE
"Goldberg, R. L., Downing, P. A., Griffin, A. S., & Green, J. P. (2020). The costs and benefits of paternal care in fish: A meta-analysis. Proceedings of the Royal Society B: Biological Sciences, 287(1935), 20201759. https://doi.org/10.1098/rspb.2020.1759","Most of the studies evaluating parental care costs have been carried out in vertebrates, mainly birds and fishes (Gilbert et al., 2010; Goldberg et al., 2020; Santos & Nakagawa, 2012).",FALSE,FALSE,TRUE
"Gomes L, SolÃ© M, Sousa-Lima RS, Baumgarten JE (2022) Influence of anthropogenic sounds on insect, anuran and bird acoustic signals: a meta-analysis. Front Ecol Evol. https:// doi. org/ 10. 3389/ fevo. 2022. 827440","Compared to other taxa, however, relatively few studies have investigated the potential consequences of anthropogenic noise on frogs (reviewed in Simmons and Narins 2018; Kunc and Schmidt 2021; Gomes et al. 2022; Zaffaroni-Caorsi et al. 2022).",TRUE,FALSE,TRUE
"Gomes L, SolÃ© M, Sousa-Lima RS, Baumgarten JE (2022) Influence of anthropogenic sounds on insect, anuran and bird acoustic signals: a meta-analysis. Front Ecol Evol. https:// doi. org/ 10. 3389/ fevo. 2022. 827440","Accordingly, the last two decades have seen an explosion of studies on whether and how animals adjust their signals and signaling behaviors in response to anthropogenic noise (Slabbekoorn et al. 2018; Kunc and Schmidt 2021; Gomes et al. 2022), including in frogs (e.g., Sun and Narins 2005)",FALSE,FALSE,FALSE
"GonzÃ¡lez-Browne, C., MurÃºa, M.M., Navarro, L. & Medel, R. (2016) Does plant origin influence the fitness impact of flower damage? A meta-analysis. PLoS One, 11, e0146437.","For example, Mitchell and Power (2003) tested how enemy diversity changes after invasion, using the metric of species richness, whereas GonzÃ¡lez-Browne et al. (2016) tested whether enemy impact varies between exotic and native plants, using the metric of reproductive potential (Figure 5)",FALSE,FALSE,FALSE
"GornÃ©, L.D. & DÃ­az, S. (2019) Meta-analysis shows that rapid phenotypic change in angiosperms in response to environmental change is followed by stasis. The American Naturalist, 194, 840â€“853.","Therefore, just as quantitative reviews and meta-analyses have galvanised and motivated studies on the eco-evolutionary dynamics of trait means (Alberti et al., 2017; GornÃ© & DÃ­az, 2019; Hendry et al., 2008; Sanderson et al., 2021), we feel that a similar development is needed for trait variation.",FALSE,FALSE,FALSE
"GornÃ©, L.D. & DÃ­az, S. (2019) Meta-analysis shows that rapid phenotypic change in angiosperms in response to environmental change is followed by stasis. The American Naturalist, 194, 840â€“853.","Hundreds of studies have shown that ecology shapes evolution (eco-to- evo) by altering phenotypes through phenotypic plasticity or genotypic change, and that these changes are amplified by human disturbances (Alberti et al., 2017; GornÃ© & DÃ­az, 2019; Hendry & Kinnison, 1999; Reznick & Ghalambor, 2001).",TRUE,FALSE,FALSE
"GornÃ©, L.D. & DÃ­az, S. (2019) Meta-analysis shows that rapid phenotypic change in angiosperms in response to environmental change is followed by stasis. The American Naturalist, 194, 840â€“853.","The vast majority of eco-evolutionary studies, whether focusing on the eco-to- evo or evo-to- eco pathways, have considered changes in population mean trait values (Alberti et al., 2017; GornÃ© & DÃ­az, 2019; Hendry et al., 2008; Sanderson et al., 2021)",FALSE,FALSE,FALSE
"Gotelli, N., & Mccabe, D. (2002). Species co-occurrence: A meta-analysis of J. M. Diamond's assembly rules model. Ecology, 83, 2091â€“2096.","Therefore, we used standardized effect sizes (SES; Gotelli & Mccabe, 2002) to express the morphological structure of FDPG and MNTD, and morphological clustering or overdispersion are indicated by positive or negative values of these indices, respectively (additional null model details in Table S2).",FALSE,FALSE,FALSE
"Gripenberg S, Mayhew PJ, Parnell M, Roslin T (2010) A meta-analysis of preference-performance relationships in phytophagous insects. Ecol Lett 13:383â€“393","A meta-analysis of preference-performance relationships in phytophagous insects also noted that while females lay more eggs on host plants that lead to better offspring performance, larval diet breadth affects female host selection (Gripenberg et al. 2010).",TRUE,FALSE,FALSE
