article_id,meta_ref_id,is_meta_ref_meta_analysis,meta_ref_section,meta_ref_section_adj,meta_ref_quotes
00218790_003295,"andriuzzi, w. s., & wall, d. h. (2017). responses of belowground communities to large aboveground herbivores: meta-analysis reveals biome-dependent patterns and",TRUE,discussion/conclusion,results/discussion/conclusion,"recent work has called into question the generality of these earlier findings (ellis & leroux, 2017; ibanez-alvarez et al., 2022; kolstad et al., 2018) and has attempted to explain the disparate effects of ungulates on ecosystem properties (andriuzzi & wall, 2017; daskin & pringle, 2016; sitters & andriuzzi, 2019; staver et al., 2021)."
00218790_003295,"daskin, j. h., & pringle, r. m. (2016). does primary productivity modulate the indirect effects of large herbivores? a global meta-analysis. journal of animal ecology, 85, 857–868.",TRUE,introduction,introduction,"experimental studies of other large browsers and grazers across biomes show considerable disagreement in the strength of these animal's effect on soil ecosystem functioning (e.g. ibanez-alvarez et al., 2022 and see reviews in andriuzzi & wall, 2017; daskin & pringle, 2016; forbes et al., 2019)."
00218790_003295,"daskin, j. h., & pringle, r. m. (2016). does primary productivity modulate the indirect effects of large herbivores? a global meta-analysis. journal of animal ecology, 85, 857–868.",TRUE,discussion/conclusion,results/discussion/conclusion,"recent work has called into question the generality of these earlier findings (ellis & leroux, 2017; ibanez-alvarez et al., 2022; kolstad et al., 2018) and has attempted to explain the disparate effects of ungulates on ecosystem properties (andriuzzi & wall, 2017; daskin & pringle, 2016; sitters & andriuzzi, 2019; staver et al., 2021)."
00218790_004428,"hawkins, j. a., kaczmarek, m. e., mueller, m. a., drosten, c., press, w.
 h., & sawyer, s. l. (2019). a metaanalysis of bat phylogenetics and
 positive selection based on genomes and transcriptomes from
 18 species. proceedings of the national academy of sciences of the
 united states of america, 116, 11351–11360.",TRUE,methods,methods,"here, we chose five site models (m1a,
 m2a, m7, m8 and m8a) as recommended in the paml tutorial and by
 previous studies (e.g. hawkins et al., 2019; van der lee et al., 2017)."
00218790_004428,"riessen, h. p. (1999). predator-induced
 life history shifts in daphnia:
 a synthesis of studies using meta-analysis.
 canadian journal of
 fisheries and aquatic sciences, 56, 2487–2494.",TRUE,introduction,introduction,"for
 example, daphnia species reproduce at smaller/larger sizes to avoid
 size-selective
 predation, in response to threats from visually hunting
 (e.g. fish) or gape-limited
 (e.g. small invertebrates) predators,
 respectively (boersma et al., 1998; riessen, 1999)."
00218790_004526,"prevedello, j. a., dickman, c. r., vieira, m. v., & vieira, e. m. (2013). population responses of small mammals to food supply and predators: a global meta-analysis. journal of animal ecology, 82, 927–936.",TRUE,discussion/conclusion,results/discussion/conclusion,"local variation in abundance is common for small mammals (prevedello et al., 2013; stephens et al., 2017) and at one site our samples for martens (f + m) were not collected at the same time of small mammal abundance."
00218790_007633,"ryser, r., hirt, m. r., häussler, j., gravel, d., & brose, u. (2021). landscapeheterogeneity buffers biodiversity of simulated meta- food-websunder global change through rescue and drainage effects. naturecommunications, 12(1), 4716. https://doi.org/10.1038/s4146 7- 021-24877- 0",FALSE,NA,NA,NA
00218790_011118,"endara, m. j., & coley, p. d. (2011). the resource availability hypothesisrevisited: a meta-analysis. functional ecology, 25, 389–398. https://doi.org/10.1111/j.1365-2435.2010.01803.x",TRUE,introduction,introduction,"herbivores often prefer vigorous, high- quality plants growing rap-idly in nutrient-rich environments (coley et al., 1985; endara &coley, 2011).; abundant nutrient resources lead plants to prioritizegrowth over synthesis of plant chemical defences (koricheva, larsson,haukioja, & keinänen, 1998; endara & coley, 2011), increasing plants'susceptibility to herbivore attack (awmack & leather, 2002, chen,ruberson, et al., 2008, chen, schmelz, et al., 2008)."
00218790_011118,"koricheva, j., larsson, s., & haukioja, e. (1998). insect performance onexperimentally stressed woody plants: a meta-analysis. annualreview of entomology, 43, 195–216. https://doi.org/10.1146/annurev.ento.43.1.195",TRUE,introduction,introduction,"at the other end of the resource availability continuum, patterns predicted bythe ‘plant stress hypothesis’— that herbivores thrive on resource-stressed plants (white, 1984) have little empirical support (huberty& denno, 2004; koricheva, larsson, & haukioja, 1998; koricheva,larsson, haukioja, & keinänen, 1998)."
00218790_011118,"koricheva, j., larsson, s., haukioja, e., & keinänen , m. (1998). regulationof woody plant secondary metabolism by resource availability:hypothesis testing by means of meta-analysis. oikos, 83, 212–226. https://doi.org/10.2307/3546833",TRUE,introduction,introduction,"abundant nutrient resources lead plants to prioritizegrowth over synthesis of plant chemical defences (koricheva, larsson,haukioja, & keinänen, 1998; endara & coley, 2011), increasing plants'susceptibility to herbivore attack (awmack & leather, 2002, chen,ruberson, et al., 2008, chen, schmelz, et al., 2008).; t the otherend of the resource availability continuum, patterns predicted bythe ‘plant stress hypothesis’— that herbivores thrive on resource-stressed plants (white, 1984) have little empirical support (huberty& denno, 2004; koricheva, larsson, & haukioja, 1998; koricheva,larsson, haukioja, & keinänen, 1998)."
00218790_011118,"li, f., dudley, t. l., chen, b., chang, x., liang, l., & peng, s. (2016).responses of tree and insect herbivores to elevated nitrogen in-puts: a meta-analysis. acta oecologica, 77, 160–167. https://doi.org/10.1016/j.actao.2016.10.008",TRUE,introduction,introduction,"indeed, meta-analyses of studies manipulating plant growth rates and/or resourceaugmentation reveal increases in herbivore abundance and survival(cornelissen et al., 2008, li et al., 2016, but see nessel et al., 2021),consistent with ‘plant vigor hypothesis’ (price, 1991)."
00218790_011118,"nessel, m. p., konnovitch, t., romero, g. q., & gonzález, a. l. (2021).nitrogen and phosphorus enrichment cause declines in invertebratepopulations: a global meta-analysis. biological reviews, 96, 2617–2637.",TRUE,introduction,introduction,"indeed, meta-analyses of studies manipulating plant growth rates and/or resourceaugmentation reveal increases in herbivore abundance and survival(cornelissen et al., 2008, li et al., 2016, but see nessel et al., 2021),consistent with ‘plant vigor hypothesis’ (price, 1991)."
00218790_011118,"nessel, m. p., konnovitch, t., romero, g. q., & gonzález, a. l. (2021).nitrogen and phosphorus enrichment cause declines in invertebratepopulations: a global meta-analysis. biological reviews, 96, 2617–2637.",TRUE,discussion/conclusion,results/discussion/conclusion,"indeed, fieldstudies in natural systems (both terrestrial and aquatic) reveal de-clines in herbivores as a result of nutrient augmentation, despiteputative increases in host plant quality (haddad et al., 2000; nesselet al., 2021)."
00218790_011118,"rinehart, s., & long, j. d. (2022). population responses of omnivorousarthropods to plant alternative resources suppress prey popula-tions: a meta-analysis. ecology, 103, e3623.",TRUE,discussion/conclusion,results/discussion/conclusion,"indeed, because omnivores more strongly track plant-basedfood resources than prey (figure 1; blubaugh et al., 2016; eubanks& denno, 1999; frank et al., 2011), assemble in higher numbers onhigh quality host plants and survive longer (han, bearez, et al., 2015)they may exert a pervasive trophic influence in systems where theyabound (eubanks & denno, 2000; rinehart & long, 2022; zhanget al., 2021).; importantly, if omnivores indeed have tighter links toplant quality than herbivores, they may be key in ameliorating sus-ceptibility to pests and stabilizing production in agroecosystems,warranting management to promote their conservation (rinehart& long, 2022; zhang et al., 2021)."
00218790_011128,"basham, e. w., baecher, j. a., klinges, d. h., & scheffers, b. r. (2022). vertical stratification patterns of tropical forest vertebrates: a meta-analysis. biological reviews, 98(1), 99–114. https://doi. org/10.1111/brv.12896",TRUE,introduction,introduction,"this niche space is
 further modified by the distribution of resources, natural enemies
 and dispersal limitation of the species, producing a realised niche within the vertical environment (basham et al., 2022)."
00218790_011128,"basham, e. w., baecher, j. a., klinges, d. h., & scheffers, b. r. (2022). vertical stratification patterns of tropical forest vertebrates: a meta-analysis. biological reviews, 98(1), 99–114. https://doi. org/10.1111/brv.12896",TRUE,other,other,"regardless of taxa, common explanatory factors
 attributed to shaping vertical diversity patterns are resource availability, microclimate and vegetation structural features
 (basham et al., 2022; de souza amorim et al., 2022)."
